LABEL,DIFF,EXCL,NEG,NGTNEG,NGTPOS,POS,W1,W2,W3,W4,W5
1,0,0,2,1,0,2,confessions,may,not,be,a
1,1,0,2,0,0,3,the,film's,sharp,",",often
1,4,0,0,0,0,4,just,as,moving,",",uplifting
0,0,1,2,1,0,2,i,don't,even,care,that
1,1,0,0,0,0,1,equilibrium,is,what,george,orwell
0,-1,0,3,0,0,2,in,the,end,",",ted
1,-1,0,1,1,0,0,director,david,jacobson,gives,dahmer
0,-1,0,1,0,0,0,the,script,by,vincent,r
1,0,0,2,0,0,2,although,occasionally,static,to,the
1,3,0,0,0,0,3,one,of,the,best,films
0,1,0,3,0,0,4,stephen,earnhart's,documentary,is,a
0,-2,0,4,0,0,2,the,premise,is,in,extremely
0,-1,0,1,0,0,0,the,film,has,a,childlike
1,1,0,1,0,0,2,a,compelling,portrait,of,moral
1,3,0,0,0,0,3,working,from,elliott's,memoir,","
0,-1,0,1,0,0,0,'a',for,creativity,but,comes
1,0,0,2,0,0,2,trademark,american,triteness,and,simplicity
1,-1,0,1,0,0,0,[the,digital,effects],reminded,me
0,2,0,1,0,0,3,"""",the,kid,stays,in
0,0,0,0,0,0,0,it's,not,without,its,pleasures
0,1,0,0,0,0,1,taken,individually,or,collectively,","
1,1,0,0,0,0,1,ozpetek's,effort,has,the,scope
0,1,0,0,0,0,1,couldn't,someone,take,rob,schneider
1,2,0,0,0,0,2,thanks,to,haynes',absolute,control
1,0,0,0,0,0,0,must,be,seen,to,be
0,2,0,1,0,0,3,uncommonly,stylish,but,equally,silly
1,1,0,0,0,0,1,hayek,is,stunning,as,frida
0,1,0,1,0,0,2,the,santa,clause,2's,plot
0,-1,0,1,0,0,0,wendigo,wants,to,be,a
1,2,0,0,0,0,2,delivers,the,sexy,razzle-dazzle,that
0,-2,0,3,0,0,1,this,re-do,is,so,dumb
1,2,0,0,0,0,2,.,.,.,a,true
1,0,0,0,0,0,0,escapism,in,its,purest,form
1,0,0,5,0,0,5,a,teasing,drama,whose,relentless
0,2,0,0,0,0,2,as,it,abruptly,crosscuts,among
1,4,0,0,0,0,4,from,its,invitingly,upbeat,overture
1,0,0,1,0,0,1,[shyamalan],turns,the,goose-pimple,genre
0,2,0,0,0,0,2,a,well,acted,and,well
0,3,0,0,0,0,3,at,no,point,during,k-19
0,-1,0,2,0,0,1,the,creaking,",",rusty,ship
1,2,0,0,0,0,2,a,pleasant,enough,movie,","
0,2,0,0,0,0,2,sunshine,state,surveys,the,landscape
1,1,0,0,0,0,1,an,exhilarating,serving,of,movie
1,2,0,0,0,0,2,.,.,.,there,is
1,2,0,1,0,0,3,rock,solid,family,fun,out
1,-1,0,1,0,0,0,never,[sinks],into,exploitation,.
1,0,0,2,0,0,2,only,an,epic,documentary,could
0,0,0,0,0,0,0,a,string,of,rehashed,sight
1,0,1,2,0,1,2,it's,not,a,great,monster
0,1,0,2,0,0,3,the,plot,combines,the,blues
1,1,0,0,0,0,1,worth,watching,for,dong,jie's
1,2,0,0,0,0,2,terrific,as,nadia,",",a
0,0,0,0,0,0,0,matthew,mcconaughey,tries,",",and
1,-1,0,1,0,0,0,turns,potentially,forgettable,formula,into
1,3,0,1,0,1,4,that,'alabama',manages,to,be
0,1,0,1,0,0,2,in,the,end,",",we
0,-1,0,2,0,0,1,a,zippy,96,minutes,of
0,0,0,0,0,0,0,execrable,.,UNK,UNK,UNK
0,-2,0,2,0,0,0,downbeat,",",period-perfect,biopic,hammers
1,2,0,0,0,0,2,watstein,handily,directs,and,edits
1,1,0,0,0,0,1,a,subtle,and,well-crafted,(
0,-1,0,1,0,0,0,credibility,levels,are,low,and
0,-1,0,1,0,0,0,lacking,substance,and,soul,","
0,0,0,1,0,0,1,a,lot,of,talent,is
1,2,0,0,0,0,2,there's,plenty,to,impress,about
1,1,0,2,0,0,3,george,clooney,",",in,his
0,-1,0,1,0,0,0,a,generic,international,version,of
0,2,0,0,0,0,2,i'm,not,saying,that,ice
1,1,0,0,0,0,1,it's,a,bittersweet,and,lyrical
0,-1,0,2,0,0,1,4ever,has,the,same,sledgehammer
1,2,0,1,0,1,3,remains,a,solid,",",if
0,0,0,1,0,0,1,the,talk-heavy,film,plays,like
1,2,0,0,0,0,2,[broomfield],uncovers,a,story,powerful
0,1,0,0,0,0,1,"""",juwanna,mann,?,""""
1,1,0,1,0,0,2,ambitious,",",unsettling,psychodrama,that
0,0,0,0,0,0,0,what's,missing,is,what,we
0,-1,0,2,1,0,1,the,nicest,thing,that,can
1,3,0,1,1,1,4,about,a,manga-like,heroine,who
1,0,0,0,0,0,0,crackerjack,entertainment,--,nonstop,romance
0,0,0,2,1,2,2,it,is,a,comedy,that's
1,2,0,1,0,0,3,one,feels,the,dimming,of
0,-1,0,1,0,0,0,shallow,.,UNK,UNK,UNK
0,1,0,1,0,0,2,what,was,subtle,and,mystifying
0,0,0,0,0,0,0,all,in,all,",",there's
1,0,0,0,0,0,0,reassuring,",",retro,uplifter,.
1,3,0,1,0,0,4,it,made,me,want,to
1,-1,0,1,1,0,0,smith's,approach,is,never,to
0,1,0,0,0,0,1,its,story,may,be,a
0,-1,0,1,0,0,0,.,.,.,there's,a
1,2,0,0,0,0,2,the,journey,to,the,secret's
0,0,0,0,0,0,0,two-bit,potboiler,.,UNK,UNK
1,1,0,1,0,0,2,offers,a,clear-eyed,chronicle,of
1,0,0,3,0,0,3,director-writer,bille,august,.,.
0,0,0,1,0,1,1,on,its,own,",",it's
1,1,0,2,0,0,3,against,all,odds,in,heaven
1,2,0,0,0,0,2,an,experience,so,engrossing,it
0,-3,0,3,0,0,0,too,much,of,nemesis,has
1,1,0,1,0,0,2,a,chilling,tale,of,one
1,4,0,0,0,0,4,deepa,mehta,provides,an,accessible
0,-1,0,1,0,0,0,a,movie,that,hovers,somewhere
0,0,0,0,0,0,0,scene-by-scene,",",things,happen,","
1,0,0,1,0,0,1,director,claude,chabrol,has,become
0,2,0,2,0,0,4,more,dutiful,than,enchanting,.
0,0,0,1,0,0,1,decent,but,dull,.,UNK
0,-1,0,3,0,0,2,i,weep,for,the,future
0,2,0,2,0,0,4,the,film,meant,well,in
0,1,0,0,0,0,1,please,",",someone,",",stop
1,-1,0,2,0,0,1,overcomes,its,visual,hideousness,with
1,3,0,0,0,0,3,will,grab,your,children,by
1,2,0,0,0,0,2,an,emotionally,strong,and,politically
1,1,0,1,0,0,2,an,excellent,romp,that,boasts
0,1,0,0,0,0,1,there's,not,enough,here,to
1,0,0,0,0,0,0,much,monkeyfun,for,all,.
0,0,0,2,0,0,2,the,tuxedo,wasn't,just,bad
0,0,0,0,0,0,0,how,anyone,over,the,age
1,-1,0,1,0,0,0,unfortunately,",",it,appears,that
1,1,0,1,0,0,2,tense,",",terrific,",",sweaty-palmed
1,-2,0,2,0,0,0,it's,a,tour,de,force
0,-1,0,2,0,0,1,feel,bad,for,king,","
0,0,0,0,0,0,0,a,film,that,suffers,because
1,1,0,1,0,0,2,jeong-hyang,lee's,film,is,deceptively
0,-2,0,2,0,0,0,the,idea,of,49-year-old,roberto
1,3,0,1,0,0,4,more,romantic,",",more,emotional
1,0,0,0,0,0,0,likeable,thanks,to,its,cast
0,1,0,0,0,0,1,if,you,liked,the,1982
1,1,0,0,0,0,1,a,good,piece,of,work
0,1,0,0,0,0,1,[garbus],discards,the,potential,for
0,-3,0,4,0,0,1,the,sheer,dumbness,of,the
0,-1,0,1,0,0,0,let's,cut,to,the,consumer-advice
1,0,0,0,0,0,0,this,is,a,harrowing,movie
0,-1,0,3,0,0,2,bad,in,such,a,bizarre
0,0,0,1,0,0,1,alternately,frustrating,and,rewarding,.
0,3,0,0,0,0,3,a,reasonably,efficient,mechanism,","
0,1,0,4,0,0,5,even,if,the,enticing,prospect
1,1,0,1,0,0,2,for,veggietales,fans,",",this
1,3,0,0,0,0,3,leigh,is,one,of,the
0,-5,0,8,0,0,3,the,biggest,problem,with,roger
0,-1,0,1,0,0,0,a,sequel,that's,much,too
0,0,0,2,0,0,2,the,boys',sparring,",",like
1,-5,0,5,0,0,0,an,incendiary,",",deeply,thought-provoking
1,2,0,1,0,0,3,here's,yet,another,studio,horror
0,-1,0,3,0,0,2,it's,a,deeply,serious,movie
0,-2,0,2,0,0,0,the,movie,would,seem,less
0,0,0,0,0,0,0,the,thriller,side,of,this
0,4,0,0,0,1,4,home,alone,goes,hollywood,","
1,0,0,0,0,0,0,this,film,puts,wang,at
0,1,0,0,0,0,1,[director],byler,may,yet,have
0,1,0,1,0,0,2,in,addition,to,the,overcooked
1,0,0,1,0,0,1,the,performances,are,amiable,and
1,-1,0,1,0,0,0,see,it,.,debate,it
0,0,0,2,0,0,2,overall,",",the,film,misses
1,2,0,0,0,0,2,whether,seen,on,a,10-inch
1,-2,0,2,0,0,0,one,hour,photo,may,seem
1,-1,0,1,0,0,0,stuffed,to,the,brim,with
1,3,0,1,0,0,4,just,the,labour,involved,in
0,-4,0,4,0,0,0,mr,.,soderbergh's,direction,and
1,4,0,1,0,0,5,in,painting,an,unabashedly,romantic
1,0,0,1,0,0,1,the,reason,to,see,""""
1,-3,0,5,0,0,2,slow,and,ponderous,",",but
0,6,0,0,0,0,6,has,an,uppity,musical,beat
1,0,0,1,0,0,1,hilarious,",",acidic,brit,comedy
0,-2,0,3,0,0,1,when,cowering,and,begging,at
1,2,0,1,0,0,3,the,camera,soars,above,the
1,2,0,0,0,0,2,you,might,want,to,take
0,-3,0,3,0,0,0,the,only,thing,scary,about
1,0,0,1,0,0,1,bravo,for,history,rewritten,","
0,2,0,0,0,0,2,hollywood,ending,just,isn't,very
1,-3,0,3,0,0,0,stage,director,sam,mendes,showcases
1,-1,0,1,0,0,0,a,twisty,",",moody,slice
1,6,0,0,0,1,6,the,film's,real,appeal,won't
0,-4,0,4,0,0,0,one-sided,documentary,offers,simplistic,explanations
0,0,0,1,0,0,1,bartleby,is,a,one-joke,movie
0,-4,0,5,0,0,1,.,.,.,too,gory
0,0,0,1,0,0,1,while,[hill],has,learned,new
1,0,0,1,0,0,1,a,slight,but,sweet,film
1,2,0,2,0,0,4,martin,and,barbara,are,complex
0,0,0,0,0,0,0,the,movie,is,as,padded
1,0,0,0,0,0,0,griffiths,proves,she's,that,rare
1,1,0,0,0,0,1,like,a,south-of-the-border,melrose,place
0,2,0,0,0,1,2,the,subject,of,swinging,still
0,-1,0,2,0,0,1,you,can,see,where,big
0,-1,0,1,0,0,0,is,there,a,group,of
1,-1,0,1,0,0,0,a,rip-roaring,comedy,action,fest
1,1,0,0,0,0,1,.,.,.,takes,the
1,1,0,1,0,0,2,the,film,runs,on,a
1,3,0,0,0,1,3,not,only,better,than,its
1,2,0,0,0,0,2,compared,to,his,series,of
0,-3,0,4,0,0,1,the,audience,when,i,saw
0,-3,0,3,0,0,0,shallow,",",noisy,and,pretentious
0,0,0,1,0,0,1,detox,is,ultimately,a,pointless
1,-2,0,3,0,0,1,has,a,plot,full,of
0,1,0,0,0,0,1,it,made,me,want,to
1,4,0,0,0,0,4,the,movie's,quiet,affirmation,of
0,0,0,0,0,0,0,believability,wasn't,one,of,the
0,-1,0,1,0,0,0,uneasy,mishmash,of,styles,and
1,1,0,1,0,0,2,wilco,fans,will,have,a
0,0,0,1,0,0,1,a,story,which,fails,to
1,0,0,2,0,0,2,it,ultimately,stands,forth,as
0,1,0,0,0,0,1,a,great,idea,becomes,a
0,-1,0,1,0,0,0,a,rather,tired,exercise,in
0,1,0,3,0,0,4,this,pep-talk,for,faith,","
0,3,0,1,0,0,4,it's,clear,the,filmmakers,weren't
1,4,0,0,0,0,4,a,real,winner,--,smart
0,0,0,0,0,0,0,i,felt,trapped,and,with
0,-2,0,3,0,0,1,nelson's,brutally,unsentimental,approach,.
0,2,0,0,0,0,2,the,best,thing,that,can
0,1,0,0,0,0,1,there,are,enough,throwaway,references
0,-2,0,2,0,0,0,i,still,can't,relate,to
1,1,0,1,0,0,2,maneuvers,skillfully,through,the,plot's
1,1,0,0,0,0,1,a,low-key,labor,of,love
1,1,0,0,0,0,1,an,amusing,",",breezily,apolitical
0,-1,0,3,0,0,2,isn't,as,sharp,as,the
0,1,0,2,0,0,3,a,non-britney,person,might,survive
1,2,0,0,0,0,2,a,zinger-filled,crowd-pleaser,that,open-minded
1,3,0,1,0,0,4,a,highly,intriguing,thriller,","
0,0,0,0,0,0,0,another,rent,installment,for,the
1,1,0,1,0,0,2,sade,is,an,engaging,look
0,2,0,0,0,0,2,all's,well,that,ends,well
1,2,2,0,0,0,2,amazing,!,a,college,story
0,0,0,2,0,0,2,by,the,time,the,plot
1,4,0,0,0,0,4,yes,",",it's,as,good
0,-1,0,2,0,0,1,it,doesn't,matter,that,the
0,1,0,0,0,0,1,a,few,nonbelievers,may,rethink
1,0,0,2,0,0,2,the,weight,of,the,piece
1,0,0,1,0,0,1,as,the,story,moves,inexorably
1,0,0,2,0,0,2,despite,its,hawaiian,setting,","
0,2,0,0,0,0,2,never,capitalizes,on,this,concept
0,1,0,1,0,0,2,with,spy,kids,2,:
1,1,0,0,0,0,1,gosling,provides,an,amazing,performance
0,1,0,0,0,0,1,this,film,is,full,of
1,0,0,2,0,0,2,clever,and,unflinching,in,its
1,0,0,1,0,0,1,a,densely,constructed,",",highly
0,0,0,1,0,0,1,director,barry,skolnick,and,his
1,1,0,0,0,0,1,it,proves,quite,compelling,as
1,3,0,0,0,0,3,a,bright,",",inventive,","
1,-1,0,2,0,0,1,it,looks,closely,",",insightfully
0,0,0,1,0,0,1,it,treats,women,like,idiots
1,0,0,2,0,0,2,pan,nalin's,exposition,is,beautiful
0,-2,0,2,0,0,0,it's,a,pedestrian,",",flat
1,3,0,1,0,0,4,a,recent,favourite,at,sundance
1,-1,0,2,0,1,1,there's,no,reason,to,miss
1,-1,0,1,0,0,0,a,breezy,",",diverting,","
0,1,0,0,0,0,1,this,is,amusing,for,about
0,-2,0,5,0,0,3,we,just,don't,really,care
1,0,0,2,0,0,2,u,.,s,.,audiences
1,-4,0,4,0,0,0,writer-director,burger,imaginatively,fans,the
1,2,0,1,0,0,3,one,of,those,rare,","
1,1,0,1,0,0,2,all,the,performances,are,top
0,-1,0,3,0,0,2,it,would,be,hard,to
1,-5,0,6,0,0,1,inherently,caustic,and,oddly,whimsical
1,2,0,0,0,0,2,a,spunky,",",original,take
0,1,0,0,0,0,1,if,h,.,g,.
0,1,0,0,0,0,1,the,story,is,so,light
1,-1,0,3,0,0,2,the,sweetest,thing,",",a
0,0,0,2,0,0,2,there,are,few,things,more
1,1,0,0,0,0,1,everything,about,the,quiet,american
1,-1,0,1,0,0,0,boisterous,and,daft,documentary,.
0,1,0,0,0,0,1,it,has,all,the,excitement
0,2,0,0,0,1,2,bond-inspired,?,certainly,.,likely
1,0,0,1,0,0,1,it,is,a,testament,of
1,2,0,0,0,0,2,the,tone,is,balanced,","
1,1,0,0,0,0,1,enjoyably,fast-moving,",",hard-hitting,documentary
0,-2,0,4,0,0,2,the,twist,that,ends,the
0,-1,0,1,0,0,0,an,instant,candidate,for,worst
0,-1,0,1,0,0,0,by,turns,numbingly,dull-witted,and
1,-1,0,2,0,0,1,it,may,not,be,a
1,1,0,0,0,0,1,montias,.,.,.,pumps
1,1,0,2,0,0,3,the,overall,effect,is,awe
0,0,0,1,0,0,1,several,of,steven,soderbergh's,earlier
0,0,0,0,0,0,0,no,movement,",",no,yuks
1,2,0,0,0,1,2,a,worthwhile,documentary,",",whether
1,2,0,1,0,0,3,an,endearingly,offbeat,romantic,comedy
0,-8,0,8,0,0,0,a,dreary,",",incoherent,","
0,5,0,0,0,0,5,like,all,abstract,art,","
0,-1,0,1,0,0,0,is,an,arthritic,attempt,at
0,-1,0,2,0,0,1,a,passable,romantic,comedy,","
0,-3,0,5,0,0,2,malone,does,have,a,gift
0,-2,0,2,0,0,0,resident,evil,isn't,a,product
0,-1,0,1,0,0,0,mediocre,fable,from,burkina,faso
0,-2,0,4,0,0,2,an,unpredictable,blend,of,gal-pal
0,2,0,3,0,0,5,if,this,is,the,danish
0,-2,0,3,0,0,1,for,close,to,two,hours
1,0,0,1,0,0,1,a,savage,john,waters-like,humor
0,-2,0,3,2,0,1,the,reason,we,keep,seeing
0,0,0,2,0,2,2,this,is,not,the,undisputed
1,1,0,1,0,0,2,ultimately,feels,empty,and,unsatisfying
1,1,0,1,0,0,2,using,a,stock,plot,","
0,0,0,1,0,1,1,no,better,or,worse,than
1,0,0,1,0,0,1,there,are,flaws,",",but
0,-2,0,2,0,0,0,for,a,shoot-'em-up,",",ballistic
0,-1,0,1,0,0,0,oozes,condescension,from,every,pore
1,2,0,0,0,0,2,this,is,the,kind,of
1,-1,0,3,0,0,2,evokes,a,little,of,the
0,0,0,1,0,0,1,message,movie,or,an,action-packed
0,1,0,1,0,0,2,sit,through,this,one,","
0,3,0,0,0,0,3,hope,keeps,arising,that,the
1,5,0,0,0,2,5,so,purely,enjoyable,that,you
1,1,0,1,0,0,2,steers,turns,in,a,snappy
1,3,0,1,0,0,4,it's,mildly,entertaining,",",especially
1,-2,0,2,0,0,0,.,.,.,a,story
0,-2,0,2,0,0,0,apparently,designed,as,a,reverie
1,1,0,0,0,0,1,superior,genre,storytelling,",",which
1,1,0,0,0,0,1,it's,another,retelling,of,alexandre
0,0,0,0,0,0,0,a,chiller,resolutely,without,chills
1,2,0,0,0,0,2,the,writing,is,clever,and
1,0,0,3,0,0,3,though,the,controversial,korean,filmmaker's
0,-1,0,2,0,0,1,some,decent,actors,inflict,big
1,0,0,1,0,0,1,talk,to,her,is,so
0,0,0,2,0,0,2,at,its,best,",",it's
1,-1,0,2,0,0,1,it's,a,wonderful,",",sobering
0,-1,0,2,1,0,1,'you'll,laugh,for,not,quite
1,-1,0,2,0,0,1,funny,in,a,sick,","
1,2,0,0,0,0,2,in,his,debut,as,a
1,3,0,0,0,0,3,a,pretty,decent,kid-pleasing,","
0,0,0,0,0,0,0,johnson,has,",",in,his
0,0,0,2,0,0,2,i,would,have,preferred,a
1,2,0,0,0,0,2,the,values,that,have,held
1,1,0,0,0,0,1,once,you,get,into,its
1,7,0,1,0,0,8,.,.,.,flat-out,amusing
1,0,0,0,0,0,0,norton,holds,the,film,together
1,2,0,0,0,0,2,there,is,a,certain,sense
1,1,0,0,0,0,1,the,year's,happiest,surprise,","
1,1,0,0,0,1,1,not,the,best,herzog,perhaps
1,1,0,0,0,0,1,provides,an,intriguing,window,into
1,1,0,0,0,0,1,legendary,irish,writer,brendan,behan's
1,0,0,0,0,0,0,this,is,christmas,future,for
0,0,0,1,0,0,1,woody,allen,can,write,and
1,-1,0,1,0,0,0,a,bowel-curdling,",",heart-stopping,recipe
1,0,0,1,0,0,1,a,comic,gem,with,some
0,0,0,0,0,0,0,take,away,all,the,cliches
1,1,0,1,0,0,2,while,surprisingly,sincere,",",this
0,-1,0,1,0,0,0,it,is,not,the,first
1,-1,0,1,0,0,0,although,commentary,on,nachtwey,is
0,1,0,2,0,0,3,it's,just,hard,to,believe
1,3,0,0,0,0,3,sweet,home,alabama,"""",is
0,1,0,0,0,0,1,the,movie,",",while,beautiful
0,-1,0,1,0,0,0,villeneuve,spends,too,much,time
0,3,0,1,0,0,4,i,can't,quite,recommend,it
0,0,0,0,0,0,0,what's,next,:,"""",my
1,-2,0,3,0,0,1,branagh,",",in,his,most
1,1,0,1,0,0,2,it's,the,best,film,of
1,2,0,1,0,0,3,the,best,animated,feature,to
0,0,0,1,0,0,1,so,much,facile,technique,","
1,-1,0,2,0,0,1,chilling,in,its,objective,portrait
0,-1,0,1,0,0,0,an,appalling,'ace,ventura',rip-off
0,1,0,1,0,0,2,the,truth,is,that,the
0,1,0,1,0,0,2,animated,drivel,meant,to,enhance
0,-2,0,5,0,0,3,too,silly,to,be,frightening
0,1,0,0,0,0,1,here's,my,advice,",",kev
0,0,0,1,0,0,1,.,.,.,perhaps,the
1,-2,0,2,0,0,0,it,isn't,that,the,picture
1,0,0,1,0,0,1,with,notorious,c,.,h
1,-1,0,2,0,0,1,karmen,moves,like,rhythm,itself
1,-2,0,4,0,0,2,that,dogged,good,will,of
1,-1,0,1,0,0,0,discursive,but,oddly,riveting,documentary
0,-1,0,2,0,0,1,the,actors,are,appealing,","
0,2,0,0,0,0,2,in,the,end,",",all
1,-3,0,4,0,0,1,whether,or,not,you,buy
0,0,0,1,0,0,1,a,fairly,by-the-books,blend,of
1,1,0,3,0,0,4,despite,a,story,predictable,enough
0,4,0,0,0,1,4,in,both,the,writing,and
1,2,0,0,0,0,2,cusack's,just,brilliant,in,this
1,3,0,1,0,0,4,makes,one,thing,abundantly,clear
0,-2,0,3,0,0,1,chabrol,has,taken,promising,material
1,-2,0,4,1,0,2,at,times,a,bit,melodramatic
0,-2,0,3,0,0,1,it's,the,element,of,condescension
1,1,0,0,0,0,1,stephen,earnhart's,homespun,documentary,mule
0,1,0,0,0,0,1,plays,like,one,of,those
0,-1,0,1,0,0,0,by,the,time,you,reach
0,-3,0,4,0,0,1,the,problem,with,this,film
0,-1,0,2,0,0,1,.,.,.,unspeakably,","
0,-4,0,5,0,0,1,the,hackneyed,story,about,an
0,-1,0,2,0,0,1,there's,a,lot,of,good
1,2,0,0,0,0,2,entertains,by,providing,good,","
1,1,0,1,0,0,2,(,caine,),proves,once
1,0,0,2,0,0,2,the,film,is,painfully,authentic
1,1,0,0,0,0,1,what,better,message,than,'love
0,-3,0,3,0,0,0,undone,by,its,overly,complicated
1,3,0,0,0,0,3,p,.,t,.,anderson
1,2,0,0,0,0,2,hilarious,",",touching,and,wonderfully
0,-1,0,1,0,0,0,[e]ventually,",",every,idea,in
1,0,0,1,0,0,1,fast,",",frantic,and,fun
1,4,0,3,0,0,7,a,fine,documentary,can,be
0,0,0,1,0,0,1,the,movie,is,so,contrived
0,1,0,0,0,0,1,feels,like,the,grittiest,movie
1,3,0,1,0,0,4,an,entertaining,",",colorful,","
0,-3,0,3,0,0,0,it,is,that,rare,combination
0,-2,0,2,0,0,0,the,verdict,:,two,bodies
0,-1,0,1,0,0,0,the,movie,is,virtually,without
0,-1,0,1,0,0,0,another,in-your-face,wallow,in,the
0,-1,0,2,0,0,1,sucking,all,the,'classic',out
1,-1,0,1,0,0,0,a,breezy,blend,of,art
0,-1,0,2,0,0,1,the,impact,of,the,armenian
0,-2,0,3,0,0,1,an,uneven,look,into,a
1,3,0,0,0,0,3,a,psychologically,rich,and,suspenseful
0,-3,0,3,0,0,0,toward,the,end,sum,of
0,-2,0,2,0,0,0,.,.,.,the,sum
1,-1,0,2,0,0,1,after,an,uncertain,start,","
0,-2,0,3,0,0,1,afraid,to,pitch,into,farce
1,2,0,1,0,0,3,those,outside,show,business,will
0,-1,0,1,0,0,0,a,dreadful,live-action,movie,.
0,0,0,0,0,0,0,guy,gets,girl,",",guy
0,4,0,1,0,0,5,eastwood,is,an,icon,of
0,-4,0,4,0,0,0,for,all,its,shoot-outs,","
1,0,0,1,0,0,1,the,wild,thornberrys,movie,is
1,0,0,1,0,0,1,i,don't,think,i've,been
1,1,0,1,0,1,2,.,.,.,a,good
1,2,0,1,0,0,3,a,coming-of-age,tale,from,new
1,3,0,0,0,0,3,so,young,",",so,smart
0,0,0,1,0,1,1,it's,a,loathsome,movie,","
0,2,0,1,0,0,3,every,good,actor,needs,to
0,-1,0,1,0,0,0,an,awkward,and,indigestible,movie
0,-4,0,5,0,0,1,an,empty,exercise,",",a
0,1,0,0,0,0,1,the,lower,your,expectations,","
0,2,0,0,0,0,2,this,is,the,kind,of
1,0,0,1,0,0,1,less,an,examination,of,neo-nazism
1,-1,0,2,0,0,1,an,inventive,",",absorbing,movie
0,3,0,0,0,0,3,only,a,few,minutes,elapse
1,1,0,0,0,0,1,es,divertida,",",visualmente,espectacular
0,0,0,1,0,0,1,roger,michell,",",who,did
0,2,0,0,0,0,2,the,words,",",'frankly,","
1,0,0,0,0,0,0,blithely,anachronistic,and,slyly,achronological
0,0,0,2,0,0,2,the,end,result,is,like
1,2,0,1,0,0,3,the,modern-day,royals,have,nothing
0,1,0,1,0,0,2,parker,probably,thinks,he's,shaking
0,0,0,1,0,0,1,a,modest,and,messy,metaphysical
1,-1,0,1,0,0,0,a,tone,poem,of,transgression
0,2,0,2,0,0,4,you,might,say,tykwer,has
0,0,0,0,0,0,0,how,this,one,escaped,the
1,4,0,0,0,0,4,if,ayurveda,can,help,us
1,2,0,1,0,0,3,katz,uses,archival,footage,","
1,2,0,0,0,0,2,majidi's,poetic,love,story,is
1,3,0,0,0,0,3,asks,what,truth,can,be
0,-1,0,1,0,0,0,rates,an,'e',for,effort
0,1,0,1,0,0,2,occasionally,funny,",",sometimes,inspiring
0,3,0,0,0,0,3,irwin,and,his,director,never
0,0,0,1,0,0,1,if,you're,looking,for,comedy
1,1,0,2,0,0,3,while,this,film,is,not
1,-2,0,4,0,0,2,too,sincere,to,exploit,its
1,1,0,0,0,0,1,anchored,by,a,terrific,performance
1,-1,0,2,0,0,1,smith's,point,is,simple,and
0,0,0,0,0,0,0,well-meant,but,unoriginal,.,UNK
0,-2,0,2,0,0,0,for,all,its,surface,frenzy
0,1,0,0,0,0,1,one,of,those,films,that
0,-1,0,1,0,0,0,it,appears,that,something,has
1,-1,0,2,0,0,1,we,know,the,plot's,a
1,-1,0,1,0,0,0,if,your,senses,haven't,been
1,2,0,0,0,0,2,invincible,is,a,wonderful,movie
0,2,0,0,0,0,2,simply,doesn't,have,sufficient,heft
0,1,0,0,0,0,1,[i]f,you've,been,to,more
1,-2,0,2,0,0,0,elling,really,is,about,a
1,3,0,0,0,1,3,post,9/11,the,philosophical,message
0,1,0,0,0,0,1,formulaic,to,the,51st,power
1,0,0,1,0,0,1,this,is,a,stunning,film
0,2,0,0,0,0,2,fessenden,has,nurtured,his,metaphors
0,0,0,2,0,0,2,the,film,is,surprisingly,well-directed
1,1,0,1,0,0,2,while,the,isle,is,both
1,1,0,1,0,0,2,both,deeply,weird,and,charmingly
1,-1,0,3,0,0,2,this,concoction,",",so,bizarre
0,0,0,1,0,0,1,at,times,",",however,","
0,-2,0,2,0,0,0,it's,disappointing,when,filmmakers,throw
0,-1,0,1,0,0,0,its,one-sidedness,.,.,.
0,-6,0,7,0,0,1,oh,",",it's,extreme,","
0,1,0,0,0,0,1,these,two,are,generating,about
1,0,0,0,0,0,0,it,may,not,be,""""
1,-1,0,1,0,0,0,the,movie,is,for,fans
1,3,0,0,0,0,3,may,not,have,generated,many
1,2,0,0,0,0,2,you,can,feel,the,heat
0,1,0,0,0,0,1,overall,the,film,feels,like
1,0,0,1,0,0,1,it,makes,compelling,",",provocative
1,1,0,1,0,2,2,you,might,not,want,to
1,1,0,0,0,0,1,a,fascinating,documentary,that,provides
0,-1,0,1,0,0,0,the,characters,are,based,on
0,1,1,0,0,0,1,we,haven't,seen,such,hilarity
1,-1,0,1,0,0,0,it,is,intensely,personal,and
0,-2,0,3,0,1,1,there,is,no,insight,into
1,1,0,1,0,0,2,you,don't,have,to,know
0,1,0,0,0,0,1,the,element,of,surprise,might
0,0,0,2,0,0,2,it,might,be,the,first
1,1,0,0,0,0,1,worth,a,look,as,a
1,1,0,1,0,0,2,at,its,worst,the,screenplay
0,3,0,0,0,0,3,most,new,movies,have,a
0,2,0,0,0,0,2,one,can,only,assume,that
0,0,0,0,0,0,0,ja,rule,and,kurupt,should
1,-1,0,1,1,0,0,finally,",",a,genre,movie
0,-2,0,2,0,0,0,has,little,on,its,mind
1,2,0,0,0,0,2,visually,fascinating,.,.,.
0,-1,0,1,0,0,0,a,puzzling,experience,.,UNK
1,0,0,1,0,0,1,an,impeccable,study,in,perversity
1,-1,0,2,0,0,1,funny,but,perilously,slight,.
0,0,0,0,0,0,0,.,.,.,a,movie
0,2,0,0,0,0,2,i,loved,looking,at,this
